Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
5/12/2020,Eastern,Confirmed,101,5,4
5/12/2020,Eastern,Probable,2,1,0
5/12/2020,Northern,Confirmed,511,36,12
5/12/2020,Northern,Probable,14,0,0
5/12/2020,Northwest,Confirmed,108,7,1
5/12/2020,Northwest,Probable,8,0,0
5/12/2020,Southwest,Confirmed,36,1,1
5/12/2020,Southwest,Probable,1,0,0
5/11/2020,Central,Confirmed,117,8,2
5/11/2020,Eastern,Confirmed,48,3,3
5/11/2020,Eastern,Probable,1,0,0
5/11/2020,Northern,Confirmed,566,37,19
5/11/2020,Northern,Probable,22,1,1
5/11/2020,Northwest,Confirmed,111,8,5
5/11/2020,Northwest,Probable,5,0,0
5/11/2020,Southwest,Confirmed,17,1,2
5/11/2020,Southwest,Probable,1,0,0
5/10/2020,Central,Confirmed,96,5,2
5/10/2020,Eastern,Confirmed,29,6,2
5/10/2020,Eastern,Probable,1,0,0
5/10/2020,Northern,Confirmed,295,36,16
5/10/2020,Northern,Probable,11,0,0
5/10/2020,Northwest,Confirmed,88,8,3
5/10/2020,Northwest,Probable,8,0,0
5/10/2020,Southwest,Confirmed,17,4,0
5/9/2020,Central,Confirmed,72,5,1
5/9/2020,Eastern,Confirmed,64,5,3
5/9/2020,Eastern,Probable,1,0,0
5/9/2020,Northern,Confirmed,309,40,13
5/9/2020,Northern,Probable,16,0,1
5/9/2020,Northwest,Confirmed,90,10,1
5/9/2020,Northwest,Probable,9,0,1
5/9/2020,Southwest,Confirmed,16,0,0
5/8/2020,Central,Confirmed,159,9,5
5/8/2020,Eastern,Confirmed,71,3,3
5/8/2020,Eastern,Probable,2,0,0
5/8/2020,Northern,Confirmed,551,43,17
5/8/2020,Northern,Probable,13,0,2
5/8/2020,Northwest,Confirmed,101,10,2
5/8/2020,Northwest,Probable,12,0,0
5/8/2020,Southwest,Confirmed,22,1,1
5/8/2020,Southwest,Probable,1,0,0
5/7/2020,Central,Confirmed,120,7,2
5/7/2020,Eastern,Confirmed,64,3,5
5/7/2020,Eastern,Probable,3,0,1
5/7/2020,Northern,Confirmed,453,43,19
5/7/2020,Northern,Probable,18,0,2
5/7/2020,Northwest,Confirmed,96,8,5
5/7/2020,Northwest,Probable,2,0,0
5/7/2020,Southwest,Confirmed,28,0,0
5/6/2020,Central,Confirmed,92,9,1
5/6/2020,Eastern,Confirmed,95,5,5
5/6/2020,Eastern,Probable,8,0,0
5/6/2020,Northern,Confirmed,548,52,9
5/6/2020,Northern,Probable,23,0,2
5/6/2020,Northwest,Confirmed,68,10,5
5/6/2020,Northwest,Probable,9,0,0
5/6/2020,Southwest,Confirmed,20,1,1
5/5/2020,Central,Confirmed,113,11,4
5/5/2020,Central,Probable,0,0,1
5/5/2020,Eastern,Confirmed,142,5,7
5/5/2020,Eastern,Probable,2,0,1
5/5/2020,Northern,Confirmed,484,50,23
5/5/2020,Northern,Probable,24,0,0
5/5/2020,Northwest,Confirmed,95,7,4
5/5/2020,Northwest,Probable,9,0,1
5/5/2020,Southwest,Confirmed,21,1,0
5/4/2020,Central,Confirmed,127,7,2
5/4/2020,Central,Probable,1,0,0
5/4/2020,Eastern,Confirmed,126,9,2
5/4/2020,Eastern,Probable,2,0,0
5/4/2020,Northern,Confirmed,576,61,13
5/4/2020,Northern,Probable,33,1,1
5/4/2020,Northwest,Confirmed,110,13,5
5/4/2020,Northwest,Probable,5,0,1
5/4/2020,Southwest,Confirmed,21,3,1
5/3/2020,Central,Confirmed,69,11,2
5/3/2020,Eastern,Confirmed,35,7,3
5/3/2020,Eastern,Probable,2,0,0
5/3/2020,Northern,Confirmed,328,54,15
5/3/2020,Northern,Probable,14,0,2
5/3/2020,Northwest,Confirmed,92,15,3
5/3/2020,Northwest,Probable,8,0,0
5/3/2020,Southwest,Confirmed,15,1,1
5/2/2020,Central,Confirmed,85,3,2
5/2/2020,Central,Probable,2,0,0
5/2/2020,Eastern,Confirmed,70,5,4
5/2/2020,Eastern,Probable,2,0,0
5/2/2020,Northern,Confirmed,359,49,21
5/2/2020,Northern,Probable,14,2,1
5/2/2020,Northwest,Confirmed,104,6,3
5/2/2020,Northwest,Probable,10,0,0
5/2/2020,Southwest,Confirmed,14,4,0
5/2/2020,Southwest,Probable,0,0,1
5/1/2020,Central,Confirmed,143,11,1
5/1/2020,Eastern,Confirmed,104,12,4
5/1/2020,Eastern,Probable,4,0,0
5/1/2020,Northern,Confirmed,630,59,14
5/1/2020,Northern,Probable,39,0,0
5/1/2020,Northwest,Confirmed,123,8,3
5/1/2020,Northwest,Probable,15,0,1
5/1/2020,Southwest,Confirmed,34,2,3
5/1/2020,Southwest,Probable,1,0,0
4/30/2020,Central,Confirmed,93,5,6
4/30/2020,Central,Probable,0,0,1
4/30/2020,Eastern,Confirmed,140,10,7
4/30/2020,Eastern,Probable,5,0,0
4/30/2020,Northern,Confirmed,499,53,21
4/30/2020,Northern,Probable,39,0,0
4/30/2020,Northwest,Confirmed,84,7,3
4/30/2020,Northwest,Probable,12,0,0
4/30/2020,Southwest,Confirmed,22,2,4
4/29/2020,Central,Confirmed,180,2,4
4/29/2020,Central,Probable,3,0,0
4/29/2020,Eastern,Confirmed,72,10,4
4/29/2020,Eastern,Probable,5,0,0
4/29/2020,Northern,Confirmed,423,53,13
4/29/2020,Northern,Probable,24,2,3
4/29/2020,Northwest,Confirmed,91,5,3
4/29/2020,Northwest,Probable,9,0,0
4/29/2020,Southwest,Confirmed,26,1,1
4/28/2020,Central,Confirmed,117,7,4
4/28/2020,Eastern,Confirmed,76,9,2
4/28/2020,Eastern,Probable,5,0,0
4/28/2020,Northern,Confirmed,444,53,20
4/28/2020,Northern,Probable,22,0,1
4/28/2020,Northwest,Confirmed,131,8,2
4/28/2020,Northwest,Probable,12,1,0
4/28/2020,Southwest,Confirmed,14,2,2
4/27/2020,Central,Confirmed,92,15,6
4/27/2020,Central,Probable,3,0,1
4/27/2020,Eastern,Confirmed,108,5,4
4/27/2020,Eastern,Probable,1,0,1
4/27/2020,Northern,Confirmed,534,55,9
4/27/2020,Northern,Probable,25,2,1
4/27/2020,Northwest,Confirmed,110,11,2
4/27/2020,Northwest,Probable,10,0,0
4/27/2020,Southwest,Confirmed,18,3,2
4/27/2020,Southwest,Probable,1,0,0
4/26/2020,Central,Confirmed,82,4,6
4/26/2020,Central,Probable,1,0,0
4/26/2020,Eastern,Confirmed,61,3,3
4/26/2020,Eastern,Probable,1,0,0
4/26/2020,Northern,Confirmed,336,51,16
4/26/2020,Northern,Probable,14,0,3
4/26/2020,Northwest,Confirmed,78,4,0
4/26/2020,Northwest,Probable,14,0,0
4/26/2020,Southwest,Confirmed,59,3,0
4/26/2020,Southwest,Probable,1,0,0
4/25/2020,Central,Confirmed,58,5,2
4/25/2020,Central,Probable,1,0,0
4/25/2020,Eastern,Confirmed,103,10,2
4/25/2020,Eastern,Probable,4,0,0
4/25/2020,Northern,Confirmed,345,36,17
4/25/2020,Northern,Probable,24,1,4
4/25/2020,Northwest,Confirmed,65,2,2
4/25/2020,Northwest,Probable,13,0,0
4/25/2020,Southwest,Confirmed,18,2,1
4/24/2020,Central,Confirmed,93,1,3
4/24/2020,Eastern,Confirmed,132,10,4
4/24/2020,Eastern,Probable,3,0,0
4/24/2020,Northern,Confirmed,501,58,16
4/24/2020,Northern,Probable,20,0,3
4/24/2020,Northwest,Confirmed,88,9,4
4/24/2020,Northwest,Probable,17,0,0
4/24/2020,Southwest,Confirmed,27,1,3
4/23/2020,Central,Confirmed,99,6,7
4/23/2020,Central,Probable,1,0,0
4/23/2020,Eastern,Confirmed,111,13,2
4/23/2020,Northern,Confirmed,403,39,7
4/23/2020,Northern,Probable,33,0,4
4/23/2020,Northwest,Confirmed,81,5,3
4/23/2020,Northwest,Probable,9,0,0
4/23/2020,Southwest,Confirmed,36,1,1
4/23/2020,Southwest,Probable,0,0,1
4/22/2020,Central,Confirmed,96,8,5
4/22/2020,Central,Probable,2,0,0
4/22/2020,Eastern,Confirmed,81,6,4
4/22/2020,Eastern,Probable,7,0,0
4/22/2020,Northern,Confirmed,382,49,15
4/22/2020,Northern,Probable,22,0,1
4/22/2020,Northwest,Confirmed,170,6,1
4/22/2020,Northwest,Probable,13,0,0
4/22/2020,Southwest,Confirmed,20,0,1
4/21/2020,Central,Confirmed,73,5,3
4/21/2020,Central,Probable,1,0,0
4/21/2020,Eastern,Confirmed,102,6,2
4/21/2020,Eastern,Probable,1,0,2
4/21/2020,Northern,Confirmed,383,62,21
4/21/2020,Northern,Probable,17,0,1
4/21/2020,Northwest,Confirmed,75,24,3
4/21/2020,Northwest,Probable,10,1,0
4/21/2020,Southwest,Confirmed,19,4,0
4/21/2020,Southwest,Probable,1,0,0
4/20/2020,Central,Confirmed,87,11,1
4/20/2020,Central,Probable,0,1,0
4/20/2020,Eastern,Confirmed,174,7,1
4/20/2020,Eastern,Probable,2,0,0
4/20/2020,Northern,Confirmed,470,58,19
4/20/2020,Northern,Probable,37,0,4
4/20/2020,Northwest,Confirmed,86,8,0
4/20/2020,Northwest,Probable,23,0,0
4/20/2020,Southwest,Confirmed,27,1,0
4/20/2020,Southwest,Probable,1,0,0
4/19/2020,Central,Confirmed,45,5,6
4/19/2020,Central,Probable,1,0,0
4/19/2020,Eastern,Confirmed,77,5,2
4/19/2020,Northern,Confirmed,262,45,24
4/19/2020,Northern,Probable,15,1,0
4/19/2020,Northwest,Confirmed,61,4,3
4/19/2020,Northwest,Probable,14,0,0
4/19/2020,Southwest,Confirmed,15,2,1
4/18/2020,Central,Confirmed,41,6,4
4/18/2020,Eastern,Confirmed,58,7,3
4/18/2020,Eastern,Probable,2,0,0
4/18/2020,Northern,Confirmed,241,37,10
4/18/2020,Northern,Probable,17,1,0
4/18/2020,Northwest,Confirmed,57,12,5
4/18/2020,Northwest,Probable,5,0,0
4/18/2020,Southwest,Confirmed,18,0,0
4/17/2020,Central,Confirmed,80,2,6
4/17/2020,Central,Probable,1,0,0
4/17/2020,Eastern,Confirmed,154,8,4
4/17/2020,Eastern,Probable,6,0,0
4/17/2020,Northern,Confirmed,337,47,15
4/17/2020,Northern,Probable,29,1,2
4/17/2020,Northwest,Confirmed,77,4,3
4/17/2020,Northwest,Probable,5,0,0
4/17/2020,Southwest,Confirmed,10,3,1
4/16/2020,Central,Confirmed,106,14,11
4/16/2020,Eastern,Confirmed,71,7,3
4/16/2020,Eastern,Probable,2,0,0
4/16/2020,Northern,Confirmed,354,43,14
4/16/2020,Northern,Probable,14,0,0
4/16/2020,Northwest,Confirmed,61,7,0
4/16/2020,Northwest,Probable,6,0,0
4/16/2020,Southwest,Confirmed,14,2,1
4/15/2020,Central,Confirmed,58,15,11
4/15/2020,Central,Probable,2,0,0
4/15/2020,Eastern,Confirmed,42,9,2
4/15/2020,Eastern,Probable,3,0,0
4/15/2020,Northern,Confirmed,304,45,11
4/15/2020,Northern,Probable,16,0,0
4/15/2020,Northwest,Confirmed,80,7,0
4/15/2020,Northwest,Probable,6,0,0
4/15/2020,Southwest,Confirmed,13,2,1
4/15/2020,Southwest,Probable,1,0,0
4/14/2020,Central,Confirmed,89,8,8
4/14/2020,Central,Probable,2,0,0
4/14/2020,Eastern,Confirmed,45,4,1
4/14/2020,Eastern,Probable,1,0,0
4/14/2020,Northern,Confirmed,296,35,12
4/14/2020,Northern,Probable,23,0,1
4/14/2020,Northwest,Confirmed,91,11,3
4/14/2020,Northwest,Probable,5,0,0
4/14/2020,Southwest,Confirmed,19,3,0
4/14/2020,Southwest,Probable,1,0,0
4/13/2020,Central,Confirmed,78,9,8
4/13/2020,Central,Probable,3,0,0
4/13/2020,Eastern,Confirmed,80,12,4
4/13/2020,Eastern,Probable,3,0,0
4/13/2020,Northern,Confirmed,371,50,12
4/13/2020,Northern,Probable,33,2,3
4/13/2020,Northwest,Confirmed,97,14,2
4/13/2020,Northwest,Probable,11,0,0
4/13/2020,Southwest,Confirmed,9,1,0
4/12/2020,Central,Confirmed,54,13,7
4/12/2020,Central,Probable,0,0,1
4/12/2020,Eastern,Confirmed,31,7,4
4/12/2020,Eastern,Probable,4,0,0
4/12/2020,Northern,Confirmed,221,41,8
4/12/2020,Northern,Probable,22,0,1
4/12/2020,Northwest,Confirmed,80,6,0
4/12/2020,Northwest,Probable,8,0,0
4/12/2020,Southwest,Confirmed,13,1,1
4/12/2020,Southwest,Probable,1,0,0
4/11/2020,Central,Confirmed,44,11,6
4/11/2020,Central,Probable,2,0,0
4/11/2020,Eastern,Confirmed,27,8,1
4/11/2020,Eastern,Probable,4,0,0
4/11/2020,Northern,Confirmed,204,28,3
4/11/2020,Northern,Probable,15,0,1
4/11/2020,Northwest,Confirmed,64,2,2
4/11/2020,Northwest,Probable,7,0,0
4/11/2020,Southwest,Confirmed,15,3,1
4/11/2020,Southwest,Probable,2,0,0
4/10/2020,Central,Confirmed,98,10,7
4/10/2020,Central,Probable,1,0,0
4/10/2020,Eastern,Confirmed,72,9,2
4/10/2020,Eastern,Probable,6,0,0
4/10/2020,Northern,Confirmed,269,36,9
4/10/2020,Northern,Probable,20,0,0
4/10/2020,Northwest,Confirmed,94,6,2
4/10/2020,Northwest,Probable,11,0,0
4/10/2020,Southwest,Confirmed,10,1,2
4/10/2020,Southwest,Probable,1,0,0
4/9/2020,Central,Confirmed,86,13,8
4/9/2020,Central,Probable,1,0,0
4/9/2020,Eastern,Confirmed,40,16,2
4/9/2020,Eastern,Probable,7,0,0
4/9/2020,Northern,Confirmed,221,35,3
4/9/2020,Northern,Probable,14,0,1
4/9/2020,Northwest,Confirmed,62,9,0
4/9/2020,Northwest,Probable,3,0,0
4/9/2020,Southwest,Confirmed,14,1,0
4/8/2020,Central,Confirmed,110,13,2
4/8/2020,Central,Probable,1,0,0
4/8/2020,Eastern,Confirmed,38,6,4
4/8/2020,Eastern,Probable,5,0,0
4/8/2020,Northern,Confirmed,216,28,4
4/8/2020,Northern,Probable,17,0,2
4/8/2020,Northwest,Confirmed,63,10,0
4/8/2020,Northwest,Probable,11,0,0
4/8/2020,Southwest,Confirmed,12,3,1
4/7/2020,Central,Confirmed,87,19,7
4/7/2020,Central,Probable,1,0,0
4/7/2020,Eastern,Confirmed,36,9,0
4/7/2020,Northern,Confirmed,224,23,5
4/7/2020,Northern,Probable,10,0,0
4/7/2020,Northwest,Confirmed,47,8,2
4/7/2020,Northwest,Probable,9,0,0
4/7/2020,Southwest,Confirmed,17,3,0
4/6/2020,Central,Confirmed,85,15,7
4/6/2020,Central,Probable,3,0,0
4/6/2020,Eastern,Confirmed,37,9,2
4/6/2020,Eastern,Probable,7,0,0
4/6/2020,Northern,Confirmed,264,39,4
4/6/2020,Northern,Probable,20,0,2
4/6/2020,Northwest,Confirmed,66,10,0
4/6/2020,Northwest,Probable,10,0,0
4/6/2020,Southwest,Confirmed,23,9,2
4/6/2020,Southwest,Probable,1,0,0
4/5/2020,Central,Confirmed,69,9,6
4/5/2020,Eastern,Confirmed,16,7,2
4/5/2020,Eastern,Probable,2,0,0
4/5/2020,Northern,Confirmed,151,38,3
4/5/2020,Northern,Probable,17,0,0
4/5/2020,Northwest,Confirmed,48,4,0
4/5/2020,Northwest,Probable,6,0,0
4/5/2020,Southwest,Confirmed,12,2,0
4/4/2020,Central,Confirmed,43,8,6
4/4/2020,Eastern,Confirmed,27,8,1
4/4/2020,Eastern,Probable,2,0,0
4/4/2020,Northern,Confirmed,176,32,1
4/4/2020,Northern,Probable,12,0,0
4/4/2020,Northwest,Confirmed,38,9,0
4/4/2020,Northwest,Probable,3,0,0
4/4/2020,Southwest,Confirmed,17,3,1
4/4/2020,Southwest,Probable,1,0,0
4/3/2020,Central,Confirmed,51,10,4
4/3/2020,Central,Probable,2,0,0
4/3/2020,Eastern,Confirmed,44,16,0
4/3/2020,Eastern,Probable,1,0,0
4/3/2020,Northern,Confirmed,173,28,6
4/3/2020,Northern,Probable,10,1,0
4/3/2020,Northwest,Confirmed,43,6,1
4/3/2020,Northwest,Probable,3,0,0
4/3/2020,Southwest,Confirmed,19,2,0
4/2/2020,Central,Confirmed,48,13,7
4/2/2020,Central,Probable,1,0,0
4/2/2020,Eastern,Confirmed,35,11,1
4/2/2020,Eastern,Probable,3,0,1
4/2/2020,Northern,Confirmed,174,26,1
4/2/2020,Northern,Probable,12,0,0
4/2/2020,Northwest,Confirmed,48,5,0
4/2/2020,Northwest,Probable,4,0,0
4/2/2020,Southwest,Confirmed,13,1,0
4/1/2020,Central,Confirmed,64,13,5
4/1/2020,Central,Probable,1,0,0
4/1/2020,Eastern,Confirmed,34,17,1
4/1/2020,Eastern,Probable,2,0,0
4/1/2020,Northern,Confirmed,161,29,3
4/1/2020,Northern,Probable,15,0,1
4/1/2020,Northwest,Confirmed,42,8,1
4/1/2020,Northwest,Probable,12,0,0
4/1/2020,Southwest,Confirmed,15,3,0
4/1/2020,Southwest,Probable,1,0,0
3/31/2020,Central,Confirmed,79,8,5
3/31/2020,Eastern,Confirmed,48,8,1
3/31/2020,Eastern,Probable,1,0,0
3/31/2020,Northern,Confirmed,117,28,3
3/31/2020,Northern,Probable,9,0,1
3/31/2020,Northwest,Confirmed,33,5,1
3/31/2020,Northwest,Probable,3,1,0
3/31/2020,Southwest,Confirmed,8,4,0
3/30/2020,Central,Confirmed,114,8,3
3/30/2020,Central,Probable,1,0,0
3/30/2020,Eastern,Confirmed,46,15,2
3/30/2020,Eastern,Probable,5,0,1
3/30/2020,Northern,Confirmed,165,32,1
3/30/2020,Northern,Probable,11,0,0
3/30/2020,Northwest,Confirmed,33,8,0
3/30/2020,Northwest,Probable,10,0,0
3/30/2020,Southwest,Confirmed,17,4,0
3/30/2020,Southwest,Probable,1,0,0
3/29/2020,Central,Confirmed,39,12,2
3/29/2020,Eastern,Confirmed,27,18,1
3/29/2020,Eastern,Probable,2,0,0
3/29/2020,Northern,Confirmed,89,24,4
3/29/2020,Northern,Probable,5,0,0
3/29/2020,Northwest,Confirmed,22,6,1
3/29/2020,Northwest,Probable,3,0,0
3/29/2020,Southwest,Confirmed,11,6,0
3/28/2020,Central,Confirmed,45,8,2
3/28/2020,Eastern,Confirmed,34,22,2
3/28/2020,Eastern,Probable,1,0,0
3/28/2020,Northern,Confirmed,105,22,1
3/28/2020,Northern,Probable,5,0,0
3/28/2020,Northwest,Confirmed,27,10,1
3/28/2020,Northwest,Probable,2,0,0
3/28/2020,Southwest,Confirmed,11,2,2
3/28/2020,Southwest,Probable,1,0,0
3/27/2020,Central,Confirmed,51,11,3
3/27/2020,Central,Probable,1,0,0
3/27/2020,Eastern,Confirmed,31,15,1
3/27/2020,Eastern,Probable,2,0,0
3/27/2020,Northern,Confirmed,115,20,4
3/27/2020,Northern,Probable,1,0,0
3/27/2020,Northwest,Confirmed,38,8,1
3/27/2020,Southwest,Confirmed,16,3,0
3/26/2020,Central,Confirmed,54,10,4
3/26/2020,Central,Probable,8,0,0
3/26/2020,Eastern,Confirmed,35,10,0
3/26/2020,Eastern,Probable,1,0,0
3/26/2020,Northern,Confirmed,126,22,0
3/26/2020,Northern,Probable,2,0,1
3/26/2020,Northwest,Confirmed,28,5,0
3/26/2020,Southwest,Confirmed,12,2,0
3/25/2020,Central,Confirmed,50,10,1
3/25/2020,Central,Probable,0,0,1
3/25/2020,Eastern,Confirmed,47,17,1
3/25/2020,Eastern,Probable,1,0,0
3/25/2020,Northern,Confirmed,113,18,1
3/25/2020,Northern,Probable,5,0,0
3/25/2020,Northwest,Confirmed,33,9,0
3/25/2020,Northwest,Probable,3,0,0
3/25/2020,Southwest,Confirmed,8,1,1
3/24/2020,Central,Confirmed,47,7,1
3/24/2020,Central,Probable,8,0,0
3/24/2020,Eastern,Confirmed,41,13,0
3/24/2020,Eastern,Probable,1,0,0
3/24/2020,Northern,Confirmed,109,25,2
3/24/2020,Northern,Probable,2,0,0
3/24/2020,Northwest,Confirmed,19,6,0
3/24/2020,Northwest,Probable,3,0,0
3/24/2020,Southwest,Confirmed,15,1,0
3/23/2020,Central,Confirmed,47,13,1
3/23/2020,Central,Probable,2,0,0
3/23/2020,Eastern,Confirmed,49,5,0
3/23/2020,Eastern,Probable,1,0,0
3/23/2020,Northern,Confirmed,113,18,0
3/23/2020,Northern,Probable,12,0,0
3/23/2020,Northwest,Confirmed,26,4,0
3/23/2020,Northwest,Probable,4,0,0
3/23/2020,Southwest,Confirmed,10,1,0
3/23/2020,Southwest,Probable,1,0,0
3/22/2020,Central,Confirmed,15,3,2
3/22/2020,Central,Probable,1,0,0
3/22/2020,Eastern,Confirmed,24,7,2
3/22/2020,Eastern,Probable,1,0,0
3/22/2020,Northern,Confirmed,100,8,0
3/22/2020,Northern,Probable,8,0,0
3/22/2020,Northwest,Confirmed,22,5,0
3/22/2020,Northwest,Probable,1,0,0
3/22/2020,Southwest,Confirmed,5,0,0
3/21/2020,Central,Confirmed,17,4,0
3/21/2020,Central,Probable,3,0,0
3/21/2020,Eastern,Confirmed,38,7,3
3/21/2020,Eastern,Probable,1,0,0
3/21/2020,Northern,Confirmed,86,10,1
3/21/2020,Northern,Probable,4,0,0
3/21/2020,Northwest,Confirmed,23,4,0
3/21/2020,Northwest,Probable,3,0,0
3/21/2020,Southwest,Confirmed,11,3,0
3/20/2020,Central,Confirmed,48,5,0
3/20/2020,Central,Probable,1,0,0
3/20/2020,Eastern,Confirmed,38,7,1
3/20/2020,Eastern,Probable,1,0,0
3/20/2020,Northern,Confirmed,90,5,0
3/20/2020,Northern,Probable,7,0,0
3/20/2020,Northwest,Confirmed,18,1,0
3/20/2020,Northwest,Probable,3,0,0
3/20/2020,Southwest,Confirmed,18,1,0
3/19/2020,Central,Confirmed,31,2,0
3/19/2020,Central,Probable,2,0,0
3/19/2020,Eastern,Confirmed,39,4,0
3/19/2020,Eastern,Probable,1,0,0
3/19/2020,Northern,Confirmed,78,12,0
3/19/2020,Northern,Probable,3,0,0
3/19/2020,Northwest,Confirmed,18,1,0
3/19/2020,Northwest,Probable,3,0,0
3/19/2020,Southwest,Confirmed,14,0,0
3/18/2020,Central,Confirmed,39,4,0
3/18/2020,Eastern,Confirmed,47,2,0
3/18/2020,Eastern,Probable,2,0,0
3/18/2020,Northern,Confirmed,92,5,0
3/18/2020,Northern,Probable,9,0,0
3/18/2020,Northwest,Confirmed,18,2,0
3/18/2020,Southwest,Confirmed,6,2,0
3/17/2020,Central,Confirmed,30,1,0
3/17/2020,Central,Probable,2,0,0
3/17/2020,Eastern,Confirmed,50,6,0
3/17/2020,Northern,Confirmed,75,6,0
3/17/2020,Northern,Probable,7,0,0
3/17/2020,Northwest,Confirmed,24,0,0
3/17/2020,Northwest,Probable,2,0,0
